surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,cp_data,lesion_1_site,lesion_1_type,lesion_1_subtype,lesion_1_specific,num_lesions
yes,young,38.8,184.0,84.0,normal,reduced,normal_pink,less_3_sec,severe_pain,hypermotile,moderate,slight,less_1_liter,5.02,increased,distend_large,33.0,3.3,cloudy,3.56,died,yes,no,7,1,1,1,1
yes,adult,37.5,72.0,23.2,warm,normal,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,2.46,normal,distend_small,35.0,65.0,cloudy,2.0,euthanized,yes,no,7,2,0,9,1
yes,adult,38.7,96.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,7.5,absent,distend_large,64.0,9.0,cloudy,4.14,died,yes,yes,2,2,0,5,1
no,adult,37.5,52.0,12.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,2.46,decreased,distend_large,36.0,61.0,clear,1.0,lived,no,no,0,0,0,0,0
yes,adult,40.8,72.0,42.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,6.2,decreased,distend_small,54.0,7.4,serosanguious,3.08,died,yes,yes,11,4,0,0,1
no,adult,38.0,40.0,25.0,normal,normal,normal_pink,less_3_sec,severe_pain,hypomotile,slight,none,none,1.8,absent,distend_large,37.0,69.0,cloudy,1.4,lived,no,no,0,0,0,0,0
no,adult,38.4,48.0,16.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,5.640000000000001,decreased,distend_large,39.0,6.5,cloudy,3.78,lived,no,yes,3,1,1,1,1
no,young,38.6,88.0,28.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.14,decreased,distend_small,35.0,5.9,cloudy,4.6,lived,no,no,0,0,0,0,0
yes,adult,37.1,75.0,36.0,normal,reduced,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,died,yes,yes,1,2,2,0,1
yes,adult,38.3,44.0,21.0,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,5.42,normal,distend_large,44.0,6.5,cloudy,4.4,lived,yes,yes,2,2,0,9,1
no,adult,38.46,56.0,68.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.6,normal,distend_large,40.0,6.0,cloudy,3.5799999999999996,euthanized,yes,no,5,2,0,6,1
no,adult,38.6,68.0,20.0,warm,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,4.0600000000000005,normal,distend_large,38.0,6.5,clear,2.94,lived,no,yes,5,1,2,4,1
no,adult,38.3,54.0,18.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.4,decreased,distend_small,44.0,7.2,serosanguious,5.56,lived,no,yes,2,1,2,4,1
yes,adult,38.2,42.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,1.8,decreased,distend_small,47.0,60.0,cloudy,1.4,lived,no,no,0,0,0,0,0
yes,adult,39.3,64.0,90.0,warm,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,less_1_liter,6.5,normal,distend_large,39.0,6.7,cloudy,4.36,lived,yes,no,3,1,1,10,1
yes,adult,37.5,60.0,50.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,3.5,decreased,distend_small,35.0,6.5,cloudy,4.36,died,yes,no,2,2,0,9,1
yes,adult,37.7,80.0,34.8,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,none,slight,more_1_liter,2.66,decreased,normal,50.0,55.0,serosanguious,2.0,lived,yes,no,4,2,0,6,1
yes,adult,37.88,100.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,6.1,absent,distend_small,52.0,6.6,cloudy,4.16,lived,yes,no,2,1,2,4,1
yes,adult,37.7,120.0,28.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,none,none,5.9399999999999995,decreased,distend_large,65.0,7.0,serosanguious,4.4799999999999995,died,yes,yes,4,2,0,5,1
yes,adult,38.44,76.0,22.0,cool,reduced,normal_pink,less_3_sec,mild_pain,absent,severe,slight,none,5.7,absent,distend_large,57.6,18.1,cloudy,2.7,euthanized,yes,no,11,1,2,4,1
yes,young,38.8,150.0,50.0,normal,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,slight,none,none,4.62,decreased,distend_large,50.0,6.2,cloudy,3.44,died,yes,no,4,2,0,7,1
yes,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,distend_large,37.0,75.0,cloudy,1.0,euthanized,no,no,3,1,1,1,1
no,adult,36.9,50.0,40.0,warm,reduced,pale_pink,less_3_sec,alert,hypomotile,slight,significant,none,7.0,absent,distend_large,37.5,6.5,cloudy,4.08,lived,no,no,3,1,1,1,1
no,adult,37.8,40.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,5.640000000000001,normal,normal,37.0,6.8,cloudy,2.44,lived,no,no,0,0,0,0,0
no,adult,38.2,56.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,7.5,decreased,distend_large,47.0,7.2,clear,2.5,lived,no,yes,8,3,0,0,1
yes,adult,38.6,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,moderate,slight,less_1_liter,1.8,decreased,distend_large,36.0,67.0,cloudy,1.4,lived,no,no,0,0,0,0,0
no,adult,40.0,78.0,30.8,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,none,none,none,5.5,absent,normal,66.0,6.5,cloudy,4.279999999999999,died,yes,yes,8,4,0,0,1
yes,adult,38.92,70.0,16.0,cool,absent,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,4.26,absent,distend_large,60.0,7.5,cloudy,3.0,died,yes,no,1,4,0,0,1
yes,adult,38.2,72.0,18.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,4.0600000000000005,decreased,distend_large,35.0,6.4,cloudy,2.7,lived,yes,no,3,1,2,4,1
no,adult,38.5,54.0,53.2,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,5.58,normal,distend_small,40.0,6.8,cloudy,7.0,lived,no,yes,0,0,0,0,0
yes,adult,38.5,66.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,5.3,absent,distend_large,40.0,6.7,clear,3.0000000000000004,lived,yes,yes,3,1,1,10,1
no,adult,37.8,82.0,12.0,cool,normal,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,5.4399999999999995,absent,distend_large,50.0,7.0,cloudy,4.819999999999999,euthanized,yes,no,2,2,0,5,1
no,young,39.5,84.0,30.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.14,decreased,distend_large,28.0,5.0,cloudy,4.4799999999999995,lived,no,no,0,0,0,0,0
yes,adult,38.16861924686192,72.0,30.46058091286307,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.7075471698113205,decreased,distend_small,46.30740740740741,24.274436090225564,cloudy,3.0396039603960396,lived,yes,no,2,1,2,4,1
yes,adult,38.0,50.0,36.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,less_1_liter,6.540000000000001,decreased,distend_large,39.0,6.6,clear,5.3,lived,yes,yes,8,4,0,0,1
no,adult,38.6,45.0,16.0,warm,normal,bright_pink,less_3_sec,alert,hypermotile,moderate,slight,none,1.8,normal,normal,43.0,58.0,cloudy,1.4,lived,no,no,0,0,0,0,0
yes,adult,38.9,80.0,44.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,54.0,6.5,serosanguious,2.7600000000000002,died,yes,no,7,1,1,1,1
yes,adult,37.0,66.0,20.0,normal,reduced,bright_pink,less_3_sec,severe_pain,hypomotile,moderate,none,none,4.0600000000000005,normal,distend_large,35.0,6.9,cloudy,2.4799999999999995,died,yes,no,3,1,1,10,1
yes,adult,37.739999999999995,78.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,2.2600000000000002,decreased,distend_small,43.0,62.0,cloudy,2.0,euthanized,no,no,2,2,0,9,1
no,adult,38.5,40.0,16.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,none,1.8,decreased,distend_small,37.0,67.0,cloudy,1.4,lived,no,no,0,0,0,0,0
yes,adult,38.54,120.0,70.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,none,2.2,decreased,distend_large,55.0,65.0,cloudy,1.6,euthanized,no,no,3,2,0,5,1
no,adult,37.2,72.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,none,4.9,absent,distend_small,44.0,6.74,serosanguious,3.3,euthanized,yes,yes,2,2,0,8,1
yes,adult,37.5,72.0,30.0,normal,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,6.2,decreased,distend_large,60.0,6.8,cloudy,3.7199999999999998,died,yes,no,3,2,0,5,1
yes,adult,36.5,100.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,5.84,absent,distend_small,50.0,6.0,serosanguious,3.4,lived,yes,yes,2,2,0,8,1
yes,adult,37.2,40.0,20.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,1.8,absent,normal,36.0,62.0,clear,1.0,euthanized,no,no,6,1,1,2,1
